# YCH4, LaminarViscosity
9.658244848251342773e-01,1.114590031647821888e-05
9.655586481094360352e-01,1.114712449634680524e-05
9.652928709983825684e-01,1.114834776672068983e-05
9.650270342826843262e-01,1.114957194658927619e-05
9.647611975669860840e-01,1.115079521696316078e-05
9.644953608512878418e-01,1.115201939683174714e-05
9.642295837402343750e-01,1.115324266720563173e-05
9.639637470245361328e-01,1.115446684707421809e-05
9.636979103088378906e-01,1.115569011744810268e-05
9.634320735931396484e-01,1.115691429731668904e-05
9.631662964820861816e-01,1.115813756769057363e-05
9.626884460449218750e-01,1.116037219617282972e-05
9.621840715408325195e-01,1.116273324441863224e-05
9.616797566413879395e-01,1.116509338316973299e-05
9.611753821372985840e-01,1.116745443141553551e-05
9.606710672378540039e-01,1.116981457016663626e-05
9.601666927337646484e-01,1.117217561841243878e-05
9.596623778343200684e-01,1.117453575716353953e-05
9.591580629348754883e-01,1.117689680540934205e-05
9.586536884307861328e-01,1.117925694416044280e-05
9.581493735313415527e-01,1.118161799240624532e-05
9.576449990272521973e-01,1.118397813115734607e-05
9.571406841278076172e-01,1.118633826990844682e-05
9.566363096237182617e-01,1.118869931815424934e-05
9.561319947242736816e-01,1.119105945690535009e-05
9.556276202201843262e-01,1.119342050515115261e-05
9.551233053207397461e-01,1.119578064390225336e-05
9.546189308166503906e-01,1.119814169214805588e-05
9.541146159172058105e-01,1.120050183089915663e-05
9.536102414131164551e-01,1.120286287914495915e-05
9.531059265136718750e-01,1.120522301789605990e-05
9.526016116142272949e-01,1.120758406614186242e-05
9.520972371101379395e-01,1.120994420489296317e-05
9.515929222106933594e-01,1.121230525313876569e-05
9.510885477066040039e-01,1.121466539188986644e-05
9.505842328071594238e-01,1.121702644013566896e-05
9.500798583030700684e-01,1.121938657888676971e-05
9.495755434036254883e-01,1.122174762713257223e-05
9.490711688995361328e-01,1.122410776588367298e-05
9.485668540000915527e-01,1.122646881412947550e-05
9.480624794960021973e-01,1.122882895288057625e-05
9.475581645965576172e-01,1.123119000112637877e-05
9.470538496971130371e-01,1.123355013987747952e-05
9.465494751930236816e-01,1.123591118812328205e-05
9.460451602935791016e-01,1.123827132687438279e-05
9.455407857894897461e-01,1.124063237512018532e-05
9.450364708900451660e-01,1.124299251387128606e-05
9.445320963859558105e-01,1.124535356211708859e-05
9.440277814865112305e-01,1.124771370086818933e-05
9.435234069824218750e-01,1.125007474911399186e-05
9.430190920829772949e-01,1.125243488786509261e-05
9.425147175788879395e-01,1.125479593611089513e-05
9.420104026794433594e-01,1.125715607486199588e-05
9.415060877799987793e-01,1.125951712310779840e-05
9.410017132759094238e-01,1.126187726185889915e-05
9.404973983764648438e-01,1.126423831010470167e-05
9.399930238723754883e-01,1.126659844885580242e-05
9.394887089729309082e-01,1.126895949710160494e-05
9.389843344688415527e-01,1.127131963585270569e-05
9.384800195693969727e-01,1.127368068409850821e-05
9.379756450653076172e-01,1.127604082284960896e-05
9.374713301658630371e-01,1.127840187109541148e-05
9.369669556617736816e-01,1.128076200984651223e-05
9.364626407623291016e-01,1.128312305809231475e-05
9.359583258628845215e-01,1.128548319684341550e-05
9.354539513587951660e-01,1.128784424508921802e-05
9.348458647727966309e-01,1.129072734329383820e-05
9.340302348136901855e-01,1.129465636040549725e-05
9.332146644592285156e-01,1.129858446802245453e-05
9.323990345001220703e-01,1.130251348513411358e-05
9.315834045410156250e-01,1.130644250224577263e-05
9.307677745819091797e-01,1.131037151935743168e-05
9.299522042274475098e-01,1.131429962697438896e-05
9.291365742683410645e-01,1.131822864408604801e-05
9.283210039138793945e-01,1.132215766119770706e-05
9.275053739547729492e-01,1.132608667830936611e-05
9.266897439956665039e-01,1.133001569542102516e-05
9.258741736412048340e-01,1.133394380303798243e-05
9.250585436820983887e-01,1.133787282014964148e-05
9.242429137229919434e-01,1.134180183726130053e-05
9.234272837638854980e-01,1.134573085437295958e-05
9.226117134094238281e-01,1.134965896198991686e-05
9.217960834503173828e-01,1.135358797910157591e-05
9.209804534912109375e-01,1.135751699621323496e-05
9.201648831367492676e-01,1.136144601332489401e-05
9.193492531776428223e-01,1.136537412094185129e-05
9.185336232185363770e-01,1.136930313805351034e-05
9.177180528640747070e-01,1.137323215516516939e-05
9.169024229049682617e-01,1.137716117227682844e-05
9.160868525505065918e-01,1.138108927989378572e-05
9.152712225914001465e-01,1.138501829700544477e-05
9.144555926322937012e-01,1.138894731411710382e-05
9.136399626731872559e-01,1.139287633122876287e-05
9.128243923187255859e-01,1.139680534834042192e-05
9.120087623596191406e-01,1.140073345595737919e-05
9.111931324005126953e-01,1.140466247306903824e-05
9.103775620460510254e-01,1.140859149018069729e-05
9.095619320869445801e-01,1.141252050729235634e-05
9.087463021278381348e-01,1.141644861490931362e-05
9.079307317733764648e-01,1.142037763202097267e-05
9.071151018142700195e-01,1.142430664913263172e-05
9.062994718551635742e-01,1.142823566624429077e-05
9.054839015007019043e-01,1.143216468335594982e-05
9.046682715415954590e-01,1.143609279097290710e-05
9.038526415824890137e-01,1.144002180808456615e-05
9.030370712280273438e-01,1.144395082519622520e-05
9.022214412689208984e-01,1.144787984230788425e-05
9.014058113098144531e-01,1.145180794992484152e-05
9.005902409553527832e-01,1.145573696703650057e-05
8.997746109962463379e-01,1.145966598414815962e-05
8.989589810371398926e-01,1.146359500125981867e-05
8.981434106826782227e-01,1.146752310887677595e-05
8.973277807235717773e-01,1.147145212598843500e-05
8.965121507644653320e-01,1.147538114310009405e-05
8.956965208053588867e-01,1.147931016021175310e-05
8.948809504508972168e-01,1.148323826782871038e-05
8.940653204917907715e-01,1.148716728494036943e-05
8.932497501373291016e-01,1.149109630205202848e-05
8.924341201782226562e-01,1.149502531916368753e-05
8.916184902191162109e-01,1.149895342678064480e-05
8.908029198646545410e-01,1.150288244389230385e-05
8.899872899055480957e-01,1.150681146100396290e-05
8.888849616050720215e-01,1.151232299889670685e-05
8.877006769180297852e-01,1.151828564616153017e-05
8.865163326263427734e-01,1.152424920292105526e-05
8.853321075439453125e-01,1.153021275968058035e-05
8.841478228569030762e-01,1.153617540694540367e-05
8.829635381698608398e-01,1.154213896370492876e-05
8.817792534828186035e-01,1.154810252046445385e-05
8.805949687957763672e-01,1.155406607722397894e-05
8.794106841087341309e-01,1.156002872448880225e-05
8.782263994216918945e-01,1.156599228124832734e-05
8.770421147346496582e-01,1.157195583800785244e-05
8.758578300476074219e-01,1.157791848527267575e-05
8.746735453605651855e-01,1.158388204203220084e-05
8.734892606735229492e-01,1.158984559879172593e-05
8.723049759864807129e-01,1.159580824605654925e-05
8.711206912994384766e-01,1.160177180281607434e-05
8.699364066123962402e-01,1.160773535957559943e-05
8.687521219253540039e-01,1.161369891633512452e-05
8.675678968429565430e-01,1.161966156359994784e-05
8.663836121559143066e-01,1.162562512035947293e-05
8.651993274688720703e-01,1.163158867711899802e-05
8.640150427818298340e-01,1.163755132438382134e-05
8.628307580947875977e-01,1.164351488114334643e-05
8.616464734077453613e-01,1.164947843790287152e-05
8.604621887207031250e-01,1.165544108516769484e-05
8.592779040336608887e-01,1.166140464192721993e-05
8.580936193466186523e-01,1.166736819868674502e-05
8.569093346595764160e-01,1.167333175544627011e-05
8.557250499725341797e-01,1.167929440271109343e-05
8.545407652854919434e-01,1.168525795947061852e-05
8.533564805984497070e-01,1.169122151623014361e-05
8.521721959114074707e-01,1.169718416349496692e-05
8.509879112243652344e-01,1.170314772025449201e-05
8.498036861419677734e-01,1.170911127701401711e-05
8.486194014549255371e-01,1.171507392427884042e-05
8.474350571632385254e-01,1.172103748103836551e-05
8.462507724761962891e-01,1.172700103779789060e-05
8.450665473937988281e-01,1.173296368506271392e-05
8.438822627067565918e-01,1.173892724182223901e-05
8.426979780197143555e-01,1.174489079858176410e-05
8.415136933326721191e-01,1.175085435534128919e-05
8.403294086456298828e-01,1.175681700260611251e-05
8.391451239585876465e-01,1.176278055936563760e-05
8.379608392715454102e-01,1.176874411612516269e-05
8.367765545845031738e-01,1.177470676338998601e-05
8.355922698974609375e-01,1.178067032014951110e-05
8.344079852104187012e-01,1.178663387690903619e-05
8.332237005233764648e-01,1.179259652417385951e-05
8.320394158363342285e-01,1.179856008093338460e-05
8.308551311492919922e-01,1.180452363769290969e-05
8.296708464622497559e-01,1.181048719445243478e-05
8.284865617752075195e-01,1.181644984171725810e-05
8.273023366928100586e-01,1.182241339847678319e-05
8.261180520057678223e-01,1.182837695523630828e-05
8.249337673187255859e-01,1.183433960250113159e-05
8.236668705940246582e-01,1.184083066618768498e-05
8.221109509468078613e-01,1.184916982310824096e-05
8.205549716949462891e-01,1.185750807053409517e-05
8.189989924430847168e-01,1.186584722745465115e-05
8.174430727958679199e-01,1.187418547488050535e-05
8.158871531486511230e-01,1.188252372230635956e-05
8.143311738967895508e-01,1.189086287922691554e-05
8.127752542495727539e-01,1.189920112665276974e-05
8.112192749977111816e-01,1.190754028357332572e-05
8.096633553504943848e-01,1.191587853099917993e-05
8.081073760986328125e-01,1.192421677842503414e-05
8.065514564514160156e-01,1.193255593534559011e-05
8.049955368041992188e-01,1.194089418277144432e-05
8.034395575523376465e-01,1.194923333969200030e-05
8.018835783004760742e-01,1.195757158711785451e-05
8.003276586532592773e-01,1.196591074403841048e-05
7.987716794013977051e-01,1.197424899146426469e-05
7.972157597541809082e-01,1.198258723889011890e-05
7.956598401069641113e-01,1.199092639581067488e-05
7.941038608551025391e-01,1.199926464323652908e-05
7.925479412078857422e-01,1.200760289066238329e-05
7.909919619560241699e-01,1.201594204758293927e-05
7.894360423088073730e-01,1.202428029500879347e-05
7.878800630569458008e-01,1.203261945192934945e-05
7.863240838050842285e-01,1.204095769935520366e-05
7.847681641578674316e-01,1.204929685627575964e-05
7.832122445106506348e-01,1.205763510370161384e-05
7.816562652587890625e-01,1.206597335112746805e-05
7.801003456115722656e-01,1.207431250804802403e-05
7.785443663597106934e-01,1.208265075547387823e-05
7.769884467124938965e-01,1.209098991239443421e-05
7.754324674606323242e-01,1.209932815982028842e-05
7.738765478134155273e-01,1.210766640724614263e-05
7.723206281661987305e-01,1.211600556416669860e-05
7.707646489143371582e-01,1.212434381159255281e-05
7.692086696624755859e-01,1.213268296851310879e-05
7.676527500152587891e-01,1.214102121593896300e-05
7.660967707633972168e-01,1.214935946336481720e-05
7.645408511161804199e-01,1.215769862028537318e-05
7.629848718643188477e-01,1.216603686771122739e-05
7.614289522171020508e-01,1.217437602463178337e-05
7.598730325698852539e-01,1.218271427205763757e-05
7.583170533180236816e-01,1.219105342897819355e-05
7.567611336708068848e-01,1.219939167640404776e-05
7.552051544189453125e-01,1.220772992382990196e-05
7.536492347717285156e-01,1.221606908075045794e-05
7.520932555198669434e-01,1.222440732817631215e-05
7.505373358726501465e-01,1.223274557560216635e-05
7.489813566207885742e-01,1.224108473252272233e-05
7.474254369735717773e-01,1.224942297994857654e-05
7.458694577217102051e-01,1.225776213686913252e-05
7.443134784698486328e-01,1.226610038429498672e-05
7.427575588226318359e-01,1.227443863172084093e-05
7.412015795707702637e-01,1.228277778864139691e-05
7.396457195281982422e-01,1.229111603606725112e-05
7.380897402763366699e-01,1.229945519298780710e-05
7.363367080688476562e-01,1.230940142704639584e-05
7.344850897789001465e-01,1.232015347341075540e-05
7.326335310935974121e-01,1.233090461028041318e-05
7.307819128036499023e-01,1.234165574715007097e-05
7.289303541183471680e-01,1.235240688401972875e-05
7.270787358283996582e-01,1.236315893038408831e-05
7.252271175384521484e-01,1.237391006725374609e-05
7.233756184577941895e-01,1.238466120412340388e-05
7.215240001678466797e-01,1.239541234099306166e-05
7.196724414825439453e-01,1.240616347786271945e-05
7.178208231925964355e-01,1.241691552422707900e-05
7.159692645072937012e-01,1.242766666109673679e-05
7.141176462173461914e-01,1.243841779796639457e-05
7.122660875320434570e-01,1.244916893483605236e-05
7.104144692420959473e-01,1.245992007170571014e-05
7.085629105567932129e-01,1.247067120857536793e-05
7.067112922668457031e-01,1.248142325493972749e-05
7.048596739768981934e-01,1.249217439180938527e-05
7.030081152915954590e-01,1.250292552867904305e-05
7.011564970016479492e-01,1.251367666554870084e-05
6.993049979209899902e-01,1.252442780241835862e-05
6.974533796310424805e-01,1.253517984878271818e-05
6.956018209457397461e-01,1.254593098565237597e-05
6.937502026557922363e-01,1.255668212252203375e-05
6.918986439704895020e-01,1.256743325939169154e-05
6.900470256805419922e-01,1.257818530575605109e-05
6.881954669952392578e-01,1.258893553313100711e-05
6.863438487052917480e-01,1.259968757949536666e-05
6.844922304153442383e-01,1.261043871636502445e-05
6.826406717300415039e-01,1.262118985323468223e-05
6.807890534400939941e-01,1.263194189959904179e-05
6.789374947547912598e-01,1.264269303646869957e-05
6.770858764648437500e-01,1.265344417333835736e-05
6.752343773841857910e-01,1.266419531020801514e-05
6.733827590942382812e-01,1.267494644707767293e-05
6.715312004089355469e-01,1.268569758394733071e-05
6.696795821189880371e-01,1.269644963031169027e-05
6.678280234336853027e-01,1.270720076718134806e-05
6.659764051437377930e-01,1.271795190405100584e-05
6.641247868537902832e-01,1.272870304092066363e-05
6.622732281684875488e-01,1.273945417779032141e-05
6.604216098785400391e-01,1.275020622415468097e-05
6.585700511932373047e-01,1.276095736102433875e-05
6.567184329032897949e-01,1.277170849789399654e-05
6.548668742179870605e-01,1.278245963476365432e-05
6.530152559280395508e-01,1.279321077163331211e-05
6.511636972427368164e-01,1.280396190850296989e-05
6.493120789527893066e-01,1.281471395486732945e-05
6.474605798721313477e-01,1.282546509173698723e-05
6.456089615821838379e-01,1.283621622860664502e-05
6.437573432922363281e-01,1.284696827497100458e-05
6.419057846069335938e-01,1.285771850234596059e-05
6.400541663169860840e-01,1.286847054871032014e-05
6.382026076316833496e-01,1.287922168557997793e-05
6.363509893417358398e-01,1.288997282244963571e-05
6.344825029373168945e-01,1.290095042350003496e-05
6.324787139892578125e-01,1.291373882850166410e-05
6.304749846458435059e-01,1.292652632400859147e-05
6.284711360931396484e-01,1.293931472901022062e-05
6.264674067497253418e-01,1.295210222451714799e-05
6.244635581970214844e-01,1.296489062951877713e-05
6.224597692489624023e-01,1.297767903452040628e-05
6.204560399055480957e-01,1.299046653002733365e-05
6.184521913528442383e-01,1.300325493502896279e-05
6.164484620094299316e-01,1.301604334003059193e-05
6.144446134567260742e-01,1.302883083553751931e-05
6.124408841133117676e-01,1.304161924053914845e-05
6.104370951652526855e-01,1.305440764554077759e-05
6.084333062171936035e-01,1.306719514104770496e-05
6.064295172691345215e-01,1.307998354604933411e-05
6.044257879257202148e-01,1.309277104155626148e-05
6.024219393730163574e-01,1.310555944655789062e-05
6.004181504249572754e-01,1.311834785155951977e-05
5.984143614768981934e-01,1.313113534706644714e-05
5.964105725288391113e-01,1.314392375206807628e-05
5.944068431854248047e-01,1.315671124757500365e-05
5.924029946327209473e-01,1.316949965257663280e-05
5.903992652893066406e-01,1.318228714808356017e-05
5.883954167366027832e-01,1.319507555308518931e-05
5.863916873931884766e-01,1.320786395808681846e-05
5.843878984451293945e-01,1.322065145359374583e-05
5.823841094970703125e-01,1.323343985859537497e-05
5.803803205490112305e-01,1.324622826359700412e-05
5.783764719963073730e-01,1.325901575910393149e-05
5.763727426528930664e-01,1.327180416410556063e-05
5.743689537048339844e-01,1.328459256910718977e-05
5.723651647567749023e-01,1.329738006461411715e-05
5.703613758087158203e-01,1.331016846961574629e-05
5.683576464653015137e-01,1.332295596512267366e-05
5.663537979125976562e-01,1.333574437012430280e-05
5.643500685691833496e-01,1.334853186563123018e-05
5.623462200164794922e-01,1.336132027063285932e-05
5.603424906730651855e-01,1.337410776613978669e-05
5.583387017250061035e-01,1.338689617114141583e-05
5.563348531723022461e-01,1.339968457614304498e-05
5.543311238288879395e-01,1.341247207164997235e-05
5.523272752761840820e-01,1.342526047665160149e-05
5.503235459327697754e-01,1.343804888165323064e-05
5.483197569847106934e-01,1.345083728665485978e-05
5.463159680366516113e-01,1.346362478216178715e-05
5.443121790885925293e-01,1.347641318716341630e-05
5.423084497451782227e-01,1.348920068267034367e-05
5.403046011924743652e-01,1.350198908767197281e-05
5.383008718490600586e-01,1.351477658317890018e-05
5.362970232963562012e-01,1.352756498818052933e-05
5.342932343482971191e-01,1.354035339318215847e-05
5.322894454002380371e-01,1.355314088868908584e-05
5.302856564521789551e-01,1.356592929369071499e-05
5.282819271087646484e-01,1.357871678919764236e-05
5.262780785560607910e-01,1.359150519419927150e-05
5.242743492126464844e-01,1.360429359920090064e-05
5.222795009613037109e-01,1.361778413411229849e-05
5.202919244766235352e-01,1.363183582725469023e-05
5.183042883872985840e-01,1.364588842989178374e-05
5.163167119026184082e-01,1.365994103252887726e-05
5.143290162086486816e-01,1.367399363516597077e-05
5.123413801193237305e-01,1.368804623780306429e-05
5.103538036346435547e-01,1.370209793094545603e-05
5.083661675453186035e-01,1.371615053358254954e-05
5.063785910606384277e-01,1.373020313621964306e-05
5.043908953666687012e-01,1.374425573885673657e-05
5.024033188819885254e-01,1.375830743199912831e-05
5.004156827926635742e-01,1.377236003463622183e-05
4.984281063079833984e-01,1.378641172777861357e-05
4.964404404163360596e-01,1.380046433041570708e-05
4.944528639316558838e-01,1.381451693305280060e-05
4.924652278423309326e-01,1.382856953568989411e-05
4.904775619506835938e-01,1.384262213832698762e-05
4.884899854660034180e-01,1.385667383146937937e-05
4.865023195743560791e-01,1.387072643410647288e-05
4.845147430896759033e-01,1.388477903674356639e-05
4.825270771980285645e-01,1.389883163938065991e-05
4.805395007133483887e-01,1.391288333252305165e-05
4.785518646240234375e-01,1.392693593516014516e-05
4.765642881393432617e-01,1.394098853779723868e-05
4.745766222476959229e-01,1.395504114043433219e-05
4.725890457630157471e-01,1.396909283357672393e-05
4.706013798713684082e-01,1.398314543621381745e-05
4.686137437820434570e-01,1.399719803885091096e-05
4.666261672973632812e-01,1.401125064148800448e-05
4.646385014057159424e-01,1.402530324412509799e-05
4.626509249210357666e-01,1.403935493726748973e-05
4.606632590293884277e-01,1.405340753990458325e-05
4.586756825447082520e-01,1.406745923304697499e-05
4.566880464553833008e-01,1.408151183568406850e-05
4.547004401683807373e-01,1.409556443832116202e-05
4.527128040790557861e-01,1.410961704095825553e-05
4.507252275943756104e-01,1.412366873410064727e-05
4.487375617027282715e-01,1.413772133673774078e-05
4.467498958110809326e-01,1.415177393937483430e-05
4.447623193264007568e-01,1.416582654201192781e-05
4.427746832370758057e-01,1.417987914464902133e-05
4.407871067523956299e-01,1.419393083779141307e-05
4.387994408607482910e-01,1.420798344042850658e-05
4.368118643760681152e-01,1.422203604306560010e-05
4.348241984844207764e-01,1.423608864570269361e-05
4.328366219997406006e-01,1.425014033884508535e-05
4.308489859104156494e-01,1.426419294148217887e-05
4.288613796234130859e-01,1.427824554411927238e-05
4.268737435340881348e-01,1.429229814675636590e-05
4.248860776424407959e-01,1.430635074939345941e-05
4.228985011577606201e-01,1.432040244253585115e-05
4.209108352661132812e-01,1.433445504517294466e-05
4.189232587814331055e-01,1.434850764781003818e-05
4.169356226921081543e-01,1.436256025044713169e-05
4.149480462074279785e-01,1.437661194358952343e-05
4.129603803157806396e-01,1.439066454622661695e-05
4.111368656158447266e-01,1.440494725102325901e-05
4.093132615089416504e-01,1.441923086531460285e-05
4.074897468090057373e-01,1.443351447960594669e-05
4.056661427021026611e-01,1.444779809389729053e-05
4.038425385951995850e-01,1.446208170818863437e-05
4.020190238952636719e-01,1.447636441298527643e-05
4.001954197883605957e-01,1.449064802727662027e-05
3.983719050884246826e-01,1.450493164156796411e-05
3.965483009815216064e-01,1.451921525585930794e-05
3.947247862815856934e-01,1.453349796065595001e-05
3.929011821746826172e-01,1.454778157494729385e-05
3.910776376724243164e-01,1.456206518923863769e-05
3.892540633678436279e-01,1.457634880352998152e-05
3.874305188655853271e-01,1.459063150832662359e-05
3.856069445610046387e-01,1.460491512261796743e-05
3.837833404541015625e-01,1.461919873690931126e-05
3.819598257541656494e-01,1.463348235120065510e-05
3.801362216472625732e-01,1.464776596549199894e-05
3.783127069473266602e-01,1.466204867028864101e-05
3.764891028404235840e-01,1.467633228457998484e-05
3.746655583381652832e-01,1.469061589887132868e-05
3.728419840335845947e-01,1.470489951316267252e-05
3.710184395313262939e-01,1.471918221795931458e-05
3.691948652267456055e-01,1.473346583225065842e-05
3.673713207244873047e-01,1.474774944654200226e-05
3.655477464199066162e-01,1.476203306083334610e-05
3.637241423130035400e-01,1.477631667512468994e-05
3.619006276130676270e-01,1.479059937992133200e-05
3.600770235061645508e-01,1.480488299421267584e-05
3.582534790039062500e-01,1.481916660850401968e-05
3.564299046993255615e-01,1.483345022279536352e-05
3.546063601970672607e-01,1.484773292759200558e-05
3.527827858924865723e-01,1.486201654188334942e-05
3.509592413902282715e-01,1.487630015617469326e-05
3.491356670856475830e-01,1.489058377046603709e-05
3.473121225833892822e-01,1.490486647526267916e-05
3.454885482788085938e-01,1.491915008955402300e-05
3.436649441719055176e-01,1.493343370384536684e-05
3.418413996696472168e-01,1.494771731813671067e-05
3.400178253650665283e-01,1.496200093242805451e-05
3.381942808628082275e-01,1.497628363722469658e-05
3.363707065582275391e-01,1.499056725151604041e-05
3.345471620559692383e-01,1.500485086580738425e-05
3.327235877513885498e-01,1.501913448009872809e-05
3.309000432491302490e-01,1.503341718489537016e-05
3.290764689445495605e-01,1.504770079918671399e-05
3.272529244422912598e-01,1.506198441347805783e-05
3.254293203353881836e-01,1.507626802776940167e-05
3.236057460308074951e-01,1.509055164206074551e-05
3.217822015285491943e-01,1.510483434685738757e-05
3.199586272239685059e-01,1.511911796114873141e-05
3.181350827217102051e-01,1.513340157544007525e-05
3.163115084171295166e-01,1.514768518973141909e-05
3.144879639148712158e-01,1.516196789452806115e-05
3.126643896102905273e-01,1.517625150881940499e-05
3.109579980373382568e-01,1.519015950179891661e-05
3.093979656696319580e-01,1.520359819551231340e-05
3.078380227088928223e-01,1.521703597973100841e-05
3.062780201435089111e-01,1.523047467344440520e-05
3.047180175781250000e-01,1.524391245766310021e-05
3.031580448150634766e-01,1.525735115137649700e-05
3.015980422496795654e-01,1.527078893559519202e-05
3.000380992889404297e-01,1.528422762930858880e-05
2.984780967235565186e-01,1.529766632302198559e-05
2.969181239604949951e-01,1.531110501673538238e-05
2.953581213951110840e-01,1.532454189145937562e-05
2.937981784343719482e-01,1.533798058517277241e-05
2.922381460666656494e-01,1.535141927888616920e-05
2.906782031059265137e-01,1.536485797259956598e-05
2.891182005405426025e-01,1.537829666631296277e-05
2.875581979751586914e-01,1.539173354103695601e-05
2.859982252120971680e-01,1.540517223475035280e-05
2.844382226467132568e-01,1.541861092846374959e-05
2.828782796859741211e-01,1.543204962217714638e-05
2.813182473182678223e-01,1.544548831589054316e-05
2.797583043575286865e-01,1.545892519061453640e-05
2.781983017921447754e-01,1.547236388432793319e-05
2.766383588314056396e-01,1.548580257804132998e-05
2.750783264636993408e-01,1.549924127175472677e-05
2.735183835029602051e-01,1.551267814647872001e-05
2.719583809375762939e-01,1.552611684019211680e-05
